model_dir,model_name,n_subtasks,bbh_macro,bbh_weighted,bbh_group,date
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,24,51.6168,51.5362,51.5362,2024-10-02 00:41:14.682137012
BoltMonkey_SuperNeuralDreadDevil-8b,BoltMonkey/SuperNeuralDreadDevil-8b,24,52.862,52.7165,52.7165,2024-10-15 04:23:48.483736992
bosonai_Higgs-Llama-3-70B,bosonai/Higgs-Llama-3-70B,24,62.5766,62.2809,62.2809,2024-10-05 17:24:42.147721529
braindao_DeepSeek-R1-Distill-Qwen-1.5B-Blunt,braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,24,27.7437,27.4432,27.4432,2025-02-23 21:06:36.040517569
braindao_DeepSeek-R1-Distill-Qwen-14B-Blunt,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt,24,32.829,32.3555,32.3555,2025-03-03 21:07:17.507362843
braindao_DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,24,31.7034,31.4182,31.4182,2025-03-06 12:58:11.549564123
braindao_DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,24,31.9858,31.3661,31.3661,2025-03-03 21:06:46.550218344
braindao_DeepSeek-R1-Distill-Qwen-7B-Reflective,braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,24,29.0678,28.7103,28.7103,2025-03-03 19:58:15.418622255
braindao_Qwen2.5-14B,braindao/Qwen2.5-14B,24,58.5266,58.3058,58.3058,2025-03-06 08:08:14.916589975
BrainWave-ML_llama3.2-3B-maths-orpo,BrainWave-ML/llama3.2-3B-maths-orpo,24,29.1178,28.7624,28.7624,2024-10-25 14:55:56.781311274
BramVanroy_fietje-2,BramVanroy/fietje-2,24,40.3567,40.2187,40.2187,2024-10-28 14:48:55.902428865
BramVanroy_fietje-2-chat,BramVanroy/fietje-2-chat,24,41.4975,41.3296,41.3296,2024-10-28 15:15:00.546954155
BramVanroy_fietje-2-instruct,BramVanroy/fietje-2-instruct,24,41.3607,41.156,41.156,2024-10-29 06:06:19.096043825
BramVanroy_GEITje-7B-ultra,BramVanroy/GEITje-7B-ultra,24,37.7616,37.5456,37.5456,2024-10-28 15:21:36.347968102
BSC-LT_salamandra-7b,BSC-LT/salamandra-7b,24,35.1661,35.0981,35.0981,2024-11-22 08:08:48.374736071
BSC-LT_salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,24,38.5132,38.292,38.292,2024-11-22 08:12:50.701920509
bunnycore_FuseCyberMix-Qwen-2.5-7B-Instruct,bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,24,55.1797,54.8863,54.8863,2024-12-20 08:52:07.275563478
bunnycore_Gemma2-9B-TitanFusion,bunnycore/Gemma2-9B-TitanFusion,24,57.1203,57.0561,57.0561,2025-02-19 13:43:09.932698011
bunnycore_HyperLlama-3.1-8B,bunnycore/HyperLlama-3.1-8B,24,51.0339,50.8939,50.8939,2024-09-07 00:12:27.639238596
bunnycore_Llama-3.1-8B-TitanFusion-v3,bunnycore/Llama-3.1-8B-TitanFusion-v3,24,52.6211,52.4562,52.4562,2024-09-27 16:08:08.236618280
bunnycore_Llama-3.2-3B-Deep-Test,bunnycore/Llama-3.2-3B-Deep-Test,24,29.5026,29.0401,29.0401,2025-01-01 17:48:56.409422874
bunnycore_Llama-3.2-3B-Della,bunnycore/Llama-3.2-3B-Della,24,36.8349,36.5388,36.5388,2025-01-20 05:47:35.951789618
bunnycore_Llama-3.2-3B-Long-Think,bunnycore/Llama-3.2-3B-Long-Think,24,46.1039,45.9642,45.9642,2024-10-24 10:21:16.940916777
bunnycore_Llama-3.2-3B-Mix-Skill,bunnycore/Llama-3.2-3B-Mix-Skill,24,45.8184,45.6692,45.6692,2024-10-28 14:28:44.682685375
bunnycore_Llama-3.2-3B-ProdigyPlus,bunnycore/Llama-3.2-3B-ProdigyPlus,24,43.9228,43.8639,43.8639,2024-10-25 19:26:39.418110132
bunnycore_Llama-3.2-3B-ToxicKod,bunnycore/Llama-3.2-3B-ToxicKod,24,45.2543,45.079,45.079,2025-03-10 22:15:09.411527634
bunnycore_Phi-3.5-mini-TitanFusion-0.1,bunnycore/Phi-3.5-mini-TitanFusion-0.1,24,53.7373,53.4803,53.4803,2024-10-15 16:11:42.161749601
bunnycore_Phi-4-Model-Stock-v4,bunnycore/Phi-4-Model-Stock-v4,24,69.243,69.0158,69.0158,2025-01-25 09:28:38.355372429
bunnycore_Phi-4-ReasoningRP,bunnycore/Phi-4-ReasoningRP,24,69.2219,68.9984,68.9984,2025-01-28 13:02:35.014224529
bunnycore_Phi-4-RP-v0,bunnycore/Phi-4-RP-v0,24,68.5634,68.3215,68.3215,2025-01-14 02:17:09.937871218
bunnycore_Phi-4-RR-Shoup,bunnycore/Phi-4-RR-Shoup,24,69.4703,69.2588,69.2588,2025-02-02 12:17:49.806334734
bunnycore_Phi-4-Sce-exp-v0.1,bunnycore/Phi-4-Sce-exp-v0.1,24,69.4318,69.2241,69.2241,2025-02-07 16:05:55.342231035
bunnycore_Phi-4-Stock-Ex,bunnycore/Phi-4-Stock-Ex,24,68.6446,68.4083,68.4083,2025-01-16 19:22:18.203304768
bunnycore_Phi-4-Stock-RP,bunnycore/Phi-4-Stock-RP,24,68.5963,68.3909,68.3909,2025-01-13 18:12:47.546861887
bunnycore_Phi-4-Trim-Exp1,bunnycore/Phi-4-Trim-Exp1,24,28.5166,28.3111,28.3111,2025-02-18 15:07:50.420644522
bunnycore_Qwen-2.5-7B-Deep-Stock-v1,bunnycore/Qwen-2.5-7B-Deep-Stock-v1,24,53.6134,53.4109,53.4109,2025-01-25 11:48:03.811285496
bunnycore_Qwen-2.5-7B-Deep-Stock-v5,bunnycore/Qwen-2.5-7B-Deep-Stock-v5,24,46.7246,46.4503,46.4503,2025-02-18 17:20:58.357674599
bunnycore_Qwen-2.5-7B-Exp-Sce,bunnycore/Qwen-2.5-7B-Exp-Sce,24,55.0587,54.7127,54.7127,2025-02-18 20:21:38.923219681
bunnycore_Qwen-2.5-7b-S1k,bunnycore/Qwen-2.5-7b-S1k,24,55.6275,55.355,55.355,2025-02-24 22:13:33.448983908
bunnycore_Qwen2.5-1.5B-Model-Stock,bunnycore/Qwen2.5-1.5B-Model-Stock,24,28.737,28.4152,28.4152,2025-02-28 19:34:49.105471849
bunnycore_Qwen2.5-3B-Model-Stock-v2,bunnycore/Qwen2.5-3B-Model-Stock-v2,24,46.7748,46.3982,46.3982,2025-01-15 21:10:58.723105431
bunnycore_Qwen2.5-3B-Model-Stock-v3.2,bunnycore/Qwen2.5-3B-Model-Stock-v3.2,24,47.2742,46.8842,46.8842,2025-02-26 08:39:25.943500996
bunnycore_Qwen2.5-3B-Model-Stock-v4.1,bunnycore/Qwen2.5-3B-Model-Stock-v4.1,24,48.2026,47.8389,47.8389,2025-02-28 19:38:47.752764702
bunnycore_Qwen2.5-3B-RP-Mix,bunnycore/Qwen2.5-3B-RP-Mix,24,48.9438,48.6895,48.6895,2024-10-23 17:05:50.625365973
bunnycore_Qwen2.5-7B-Instruct-Fusion,bunnycore/Qwen2.5-7B-Instruct-Fusion,24,54.919,54.6086,54.6086,2024-11-06 17:32:02.241688013
bunnycore_Qwen2.5-7B-MixStock-Sce-V0.3,bunnycore/Qwen2.5-7B-MixStock-Sce-V0.3,24,34.7901,34.6641,34.6641,2025-02-19 13:58:10.304287672
bunnycore_Qwen2.5-7B-MixStock-V0.1,bunnycore/Qwen2.5-7B-MixStock-V0.1,24,54.791,54.4524,54.4524,2025-02-05 18:58:19.022596121
bunnycore_Qwen2.5-7B-R1-Bespoke-Stock,bunnycore/Qwen2.5-7B-R1-Bespoke-Stock,24,48.2214,48.0299,48.0299,2025-01-25 06:31:21.669889450
bunnycore_Qwen2.5-7B-R1-Bespoke-Task,bunnycore/Qwen2.5-7B-R1-Bespoke-Task,24,41.4955,41.2255,41.2255,2025-01-25 06:28:01.998325109
bunnycore_Qwen2.5-7B-Sky-R1-Mini,bunnycore/Qwen2.5-7B-Sky-R1-Mini,24,35.0294,34.7509,34.7509,2025-02-19 14:40:04.168291092
bunnycore_Smol-Llama-3.2-3B,bunnycore/Smol-Llama-3.2-3B,24,45.3881,45.2873,45.2873,2024-12-29 20:41:36.295120239
byroneverson_Mistral-Small-Instruct-2409-abliterated,byroneverson/Mistral-Small-Instruct-2409-abliterated,24,52.3786,51.7098,51.7098,2024-10-15 18:36:59.908983946
byroneverson_Yi-1.5-9B-Chat-abliterated,byroneverson/Yi-1.5-9B-Chat-abliterated,24,54.0122,53.706,53.706,2024-09-18 14:16:28.392106295
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,24,44.2672,43.9681,43.9681,2024-12-20 06:46:30.139155149
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412,CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,24,43.5772,43.5515,43.5515,2024-12-19 09:12:20.279169559
carsenk_phi3.5_mini_exp_825_uncensored,carsenk/phi3.5_mini_exp_825_uncensored,24,29.6473,29.2831,29.2831,2024-09-02 23:07:27.363555670
Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B,Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,24,52.6241,52.5082,52.5082,2024-07-22 09:10:51.637671947
cat-searcher_gemma-2-9b-it-sppo-iter-1,cat-searcher/gemma-2-9b-it-sppo-iter-1,24,59.7187,59.5903,59.5903,2024-08-13 01:51:40.916677713
CausalLM_14B,CausalLM/14B,24,47.0046,46.7454,46.7454,2024-06-16 22:01:46.459467411
CausalLM_34b-beta,CausalLM/34b-beta,24,55.91,55.4938,55.4938,2024-08-13 02:16:24.004546404
CausalLM_preview-1-hf,CausalLM/preview-1-hf,24,36.1457,35.966,35.966,2025-01-26 19:00:01.675404072
cckm_tinymistral_950m,cckm/tinymistral_950m,24,29.6946,29.474,29.474,2025-01-13 21:22:00.105929136
Changgil_K2S3-14b-v0.2,Changgil/K2S3-14b-v0.2,24,46.1331,45.9642,45.9642,2024-08-12 21:39:42.542931318
Changgil_K2S3-v0.1,Changgil/K2S3-v0.1,24,46.5549,46.3114,46.3114,2024-08-12 21:39:19.127846956
chujiezheng_Mistral7B-PairRM-SPPO-ExPO,chujiezheng/Mistral7B-PairRM-SPPO-ExPO,24,38.8219,38.6218,38.6218,2024-09-22 08:03:32.610640287
ClaudioItaly_Albacus,ClaudioItaly/Albacus,24,51.1304,50.8939,50.8939,2024-09-14 01:12:46.042645216
ClaudioItaly_Book-Gut12B,ClaudioItaly/Book-Gut12B,24,54.1737,54.0531,54.0531,2024-09-18 15:13:00.477077484
ClaudioItaly_Evolutionstory-7B-v2.2,ClaudioItaly/Evolutionstory-7B-v2.2,24,51.0804,50.8419,50.8419,2024-09-03 07:16:43.398491383
ClaudioItaly_intelligence-cod-rag-7b-v3,ClaudioItaly/intelligence-cod-rag-7b-v3,24,53.6634,53.3067,53.3067,2024-12-02 20:30:53.601168871
cloudyu_Llama-3-70Bx2-MOE,cloudyu/Llama-3-70Bx2-MOE,24,66.3623,66.2038,66.2038,2024-07-26 17:12:44.741974115
cognitivecomputations_dolphin-2.9-llama3-8b,cognitivecomputations/dolphin-2.9-llama3-8b,24,49.4992,49.4011,49.4011,2024-06-16 18:35:50.478643656
cognitivecomputations_dolphin-2.9.1-llama-3-70b,cognitivecomputations/dolphin-2.9.1-llama-3-70b,24,52.0492,51.7445,51.7445,2024-10-05 12:38:54.323092937
cognitivecomputations_dolphin-2.9.1-yi-1.5-9b,cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,24,54.8431,54.6606,54.6606,2024-08-12 10:46:02.034948826
cognitivecomputations_dolphin-2.9.3-mistral-7B-32k,cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,24,48.1254,47.8389,47.8389,2024-07-22 08:55:32.067005872
cognitivecomputations_dolphin-2.9.4-gemma2-2b,cognitivecomputations/dolphin-2.9.4-gemma2-2b,24,40.8132,40.4964,40.4964,2024-09-01 04:44:23.749003410
cognitivecomputations_dolphin-2.9.4-llama3.1-8b,cognitivecomputations/dolphin-2.9.4-llama3.1-8b,24,35.2196,34.9592,34.9592,2024-08-31 19:55:01.561597109
cognitivecomputations_Dolphin3.0-Qwen2.5-0.5B,cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,24,31.1422,31.071,31.071,2025-03-03 12:36:16.926272869
cognitivecomputations_Dolphin3.0-R1-Mistral-24B,cognitivecomputations/Dolphin3.0-R1-Mistral-24B,24,53.597,53.4456,53.4456,2025-02-07 17:16:07.025209427
CohereForAI_aya-23-35B,CohereForAI/aya-23-35B,24,53.9955,53.6018,53.6018,2024-06-17 10:59:56.227998972
CohereForAI_aya-23-8B,CohereForAI/aya-23-8B,24,42.9616,42.5621,42.5621,2024-06-17 11:02:19.933596373
CohereForAI_aya-expanse-32b,CohereForAI/aya-expanse-32b,24,56.4867,56.2923,56.2923,2024-10-24 19:34:13.746388912
CohereForAI_aya-expanse-8b,CohereForAI/aya-expanse-8b,24,49.772,49.4185,49.4185,2024-10-24 15:28:46.253733397
CohereForAI_c4ai-command-r-plus,CohereForAI/c4ai-command-r-plus,24,58.1542,58.1323,58.1323,2024-06-19 15:19:34.190202713
CohereForAI_c4ai-command-r-plus-08-2024,CohereForAI/c4ai-command-r-plus-08-2024,24,59.96,59.4862,59.4862,2024-09-19 14:42:02.603219032
CohereForAI_c4ai-command-r-v01,CohereForAI/c4ai-command-r-v01,24,54.0642,53.515,53.515,2024-06-17 11:08:20.839950800
CohereForAI_c4ai-command-r7b-12-2024,CohereForAI/c4ai-command-r7b-12-2024,24,55.0264,54.9384,54.9384,2024-12-20 11:59:51.020098448
Columbia-NLP_LION-Gemma-2b-dpo-v1.0,Columbia-NLP/LION-Gemma-2b-dpo-v1.0,24,39.1996,38.8648,38.8648,2024-08-13 04:16:33.530140399
Columbia-NLP_LION-Gemma-2b-odpo-v1.0,Columbia-NLP/LION-Gemma-2b-odpo-v1.0,24,38.9584,38.6218,38.6218,2024-08-13 01:57:16.172883034
Columbia-NLP_LION-Gemma-2b-sft-v1.0,Columbia-NLP/LION-Gemma-2b-sft-v1.0,24,38.7878,38.4655,38.4655,2024-08-13 04:18:06.050550461
Columbia-NLP_LION-LLaMA-3-8b-dpo-v1.0,Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,24,50.2848,49.8351,49.8351,2024-08-13 04:08:49.227060318
Columbia-NLP_LION-LLaMA-3-8b-odpo-v1.0,Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,24,50.2393,49.783,49.783,2024-08-13 04:16:03.249415398
Columbia-NLP_LION-LLaMA-3-8b-sft-v1.0,Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,24,50.8777,50.5294,50.5294,2024-08-13 04:19:38.966066837
CombinHorizon_huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,CombinHorizon/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,24,69.2925,68.9811,68.9811,2024-12-07 08:40:18.984823465
CombinHorizon_huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,24,63.3589,63.1314,63.1314,2024-12-07 05:23:42.975440979
CombinHorizon_Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,CombinHorizon/Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,24,63.7009,63.4612,63.4612,2024-12-07 04:24:31.342338085
CombinHorizon_Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,CombinHorizon/Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,24,54.0209,53.758,53.758,2024-10-29 14:19:27.845534801
CombinHorizon_YiSM-blossom5.1-34B-SLERP,CombinHorizon/YiSM-blossom5.1-34B-SLERP,24,62.0755,61.7775,61.7775,2024-09-02 16:32:57.263123989
CombinHorizon_zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,CombinHorizon/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,24,69.5517,69.2762,69.2762,2024-12-20 23:11:09.423536777
ContactDoctor_Bio-Medical-3B-CoT-012025,ContactDoctor/Bio-Medical-3B-CoT-012025,24,43.8315,43.43,43.43,2025-01-15 08:51:24.226475477
ContactDoctor_Bio-Medical-Llama-3-8B,ContactDoctor/Bio-Medical-Llama-3-8B,24,48.6312,48.568,48.568,2024-12-24 05:58:34.845217705
CoolSpring_Qwen2-0.5B-Abyme,CoolSpring/Qwen2-0.5B-Abyme,24,28.6183,28.3284,28.3284,2024-09-06 08:20:17.074491024
CoolSpring_Qwen2-0.5B-Abyme-merge2,CoolSpring/Qwen2-0.5B-Abyme-merge2,24,29.9427,29.8039,29.8039,2024-07-30 03:36:26.709999084
CoolSpring_Qwen2-0.5B-Abyme-merge3,CoolSpring/Qwen2-0.5B-Abyme-merge3,24,30.0314,29.8212,29.8212,2024-07-30 03:16:57.148183823
Corianas_llama-3-reactor,Corianas/llama-3-reactor,24,44.5715,44.5582,44.5582,2024-08-12 17:27:30.489626884
Corianas_Neural-Mistral-7B,Corianas/Neural-Mistral-7B,24,44.2802,44.159,44.159,2024-12-06 14:17:09.613591194
Corianas_Quokka_2.7b,Corianas/Quokka_2.7b,24,30.5547,30.2031,30.2031,2024-12-11 18:20:42.836573601
CortexLM_btlm-7b-base-v0.2,CortexLM/btlm-7b-base-v0.2,24,40.0641,39.8716,39.8716,2024-08-12 21:38:56.694528580
Cran-May_merge_model_20250308_2,Cran-May/merge_model_20250308_2,24,65.8531,65.631,65.631,2025-03-08 13:50:57.475044012
Cran-May_merge_model_20250308_3,Cran-May/merge_model_20250308_3,24,62.7146,62.4024,62.4024,2025-03-08 13:55:07.508010148
Cran-May_merge_model_20250308_4,Cran-May/merge_model_20250308_4,24,66.6435,66.4294,66.4294,2025-03-08 14:03:18.358751059
Cran-May_SCE-2-24B,Cran-May/SCE-2-24B,24,62.6469,62.4544,62.4544,2025-02-05 00:21:10.048313379
Cran-May_SCE-3-24B,Cran-May/SCE-3-24B,24,59.7283,59.6077,59.6077,2025-02-05 00:21:09.903941631
Cran-May_T.E-8.1,Cran-May/T.E-8.1,24,55.8175,55.5806,55.5806,2024-09-29 17:42:49.434348822
Cran-May_tempmotacilla-cinerea-0308,Cran-May/tempmotacilla-cinerea-0308,24,65.884,65.683,65.683,2025-03-08 14:07:27.311777115
CreitinGameplays_Llama-3.1-8B-R1-v0.1,CreitinGameplays/Llama-3.1-8B-R1-v0.1,24,30.5749,30.2552,30.2552,2025-03-10 23:43:30.388243914
cstr_llama3.1-8b-spaetzle-v90,cstr/llama3.1-8b-spaetzle-v90,24,53.0286,52.9075,52.9075,2024-09-16 03:32:58.701980591
CultriX_Qwen2.5-14B-Broca,CultriX/Qwen2.5-14B-Broca,24,65.2715,65.0755,65.0755,2024-12-23 17:10:32.137151241
CultriX_Qwen2.5-14B-Brocav3,CultriX/Qwen2.5-14B-Brocav3,24,64.5235,64.3118,64.3118,2024-12-23 23:28:55.700955153
CultriX_Qwen2.5-14B-Brocav6,CultriX/Qwen2.5-14B-Brocav6,24,63.8884,63.5827,63.5827,2024-12-23 23:34:49.636990309
CultriX_Qwen2.5-14B-Brocav7,CultriX/Qwen2.5-14B-Brocav7,24,64.4403,64.1729,64.1729,2024-12-23 23:31:53.960601807
CultriX_Qwen2.5-14B-BrocaV9,CultriX/Qwen2.5-14B-BrocaV9,24,63.9138,63.6174,63.6174,2025-01-14 02:17:06.871800900
CultriX_Qwen2.5-14B-Emerged,CultriX/Qwen2.5-14B-Emerged,24,62.6003,62.4024,62.4024,2024-12-19 23:04:56.818982124
CultriX_Qwen2.5-14B-Emergedv3,CultriX/Qwen2.5-14B-Emergedv3,24,61.9073,61.6386,61.6386,2024-12-22 00:57:21.729089975
CultriX_Qwen2.5-14B-FinalMerge,CultriX/Qwen2.5-14B-FinalMerge,24,57.1495,57.0387,57.0387,2024-12-24 00:26:24.326596260
CultriX_Qwen2.5-14B-Hyper,CultriX/Qwen2.5-14B-Hyper,24,65.0745,64.8499,64.8499,2025-01-20 06:14:48.467878580
CultriX_Qwen2.5-14B-Hyperionv3,CultriX/Qwen2.5-14B-Hyperionv3,24,65.2217,65.0061,65.0061,2025-01-19 04:18:30.052251101
CultriX_Qwen2.5-14B-Hyperionv4,CultriX/Qwen2.5-14B-Hyperionv4,24,64.7179,64.52,64.52,2025-01-20 18:18:47.850625992
CultriX_Qwen2.5-14B-Hyperionv5,CultriX/Qwen2.5-14B-Hyperionv5,24,64.4266,64.225,64.225,2025-01-20 18:16:45.651387453
CultriX_Qwen2.5-14B-HyperMarck-dl,CultriX/Qwen2.5-14B-HyperMarck-dl,24,60.9648,60.8054,60.8054,2025-02-25 01:46:32.513486862
CultriX_Qwen2.5-14B-MegaMerge-pt2,CultriX/Qwen2.5-14B-MegaMerge-pt2,24,65.777,65.5095,65.5095,2024-10-25 15:59:16.508135796
CultriX_Qwen2.5-14B-MergeStock,CultriX/Qwen2.5-14B-MergeStock,24,65.7934,65.5442,65.5442,2024-10-24 11:15:29.129008293
CultriX_Qwen2.5-14B-partialmergept1,CultriX/Qwen2.5-14B-partialmergept1,24,61.5118,61.3435,61.3435,2025-01-19 04:28:34.705039501
CultriX_Qwen2.5-14B-ReasoningMerge,CultriX/Qwen2.5-14B-ReasoningMerge,24,65.7823,65.7178,65.7178,2025-02-24 22:12:34.606210470
CultriX_Qwen2.5-14B-Ultimav2,CultriX/Qwen2.5-14B-Ultimav2,24,65.5503,65.4053,65.4053,2025-02-05 00:22:08.976956367
CultriX_Qwen2.5-14B-Unity,CultriX/Qwen2.5-14B-Unity,24,60.1996,60.0243,60.0243,2024-12-22 00:57:21.797775984
CultriX_Qwen2.5-14B-Wernicke,CultriX/Qwen2.5-14B-Wernicke,24,65.6836,65.4227,65.4227,2024-10-23 17:36:00.728910446
CultriX_Qwen2.5-14B-Wernicke-SFT,CultriX/Qwen2.5-14B-Wernicke-SFT,24,64.6059,64.4333,64.4333,2024-11-20 01:22:44.277347326
CultriX_Qwen2.5-14B-Wernicke-SLERP,CultriX/Qwen2.5-14B-Wernicke-SLERP,24,64.4093,64.1902,64.1902,2024-10-25 19:42:53.473269224
CultriX_Qwen2.5-14B-Wernickev3,CultriX/Qwen2.5-14B-Wernickev3,24,61.8415,61.656,61.656,2024-12-19 23:04:56.819524050
CultriX_Qwenfinity-2.5-14B,CultriX/Qwenfinity-2.5-14B,24,56.5501,56.2923,56.2923,2024-12-23 19:35:33.956067801
CultriX_Qwestion-14B,CultriX/Qwestion-14B,24,64.501,64.3291,64.3291,2024-11-23 05:05:35.016504287
CultriX_SeQwence-14B,CultriX/SeQwence-14B,24,65.0567,64.9193,64.9193,2024-11-20 09:09:03.361993074
CultriX_SeQwence-14B-EvolMerge,CultriX/SeQwence-14B-EvolMerge,24,65.7218,65.5095,65.5095,2024-11-27 09:44:17.224955797
CultriX_SeQwence-14B-EvolMergev1,CultriX/SeQwence-14B-EvolMergev1,24,65.4555,65.2491,65.2491,2024-11-27 11:39:43.625813484
CultriX_SeQwence-14B-v5,CultriX/SeQwence-14B-v5,24,65.1709,65.0234,65.0234,2024-11-19 23:40:38.111843824
CultriX_SeQwence-14Bv1,CultriX/SeQwence-14Bv1,24,63.4467,63.2182,63.2182,2024-11-27 09:38:26.661394358
CultriX_SeQwence-14Bv2,CultriX/SeQwence-14Bv2,24,63.0451,62.8016,62.8016,2024-12-08 16:20:19.375244379
CultriX_SeQwence-14Bv3,CultriX/SeQwence-14Bv3,24,63.0225,62.7669,62.7669,2024-11-27 20:00:39.559804440
CYFRAGOVPL_Llama-PLLuM-8B-base,CYFRAGOVPL/Llama-PLLuM-8B-base,24,43.2045,43.1696,43.1696,2025-02-28 13:44:55.600282669
CYFRAGOVPL_Llama-PLLuM-8B-chat,CYFRAGOVPL/Llama-PLLuM-8B-chat,24,40.7707,40.5659,40.5659,2025-02-28 13:29:04.363218784
CYFRAGOVPL_PLLuM-12B-base,CYFRAGOVPL/PLLuM-12B-base,24,43.906,43.725,43.725,2025-02-28 13:50:47.701691151
CYFRAGOVPL_PLLuM-12B-chat,CYFRAGOVPL/PLLuM-12B-chat,24,44.458,44.3152,44.3152,2025-02-28 13:33:58.867626190
CYFRAGOVPL_PLLuM-12B-nc-base,CYFRAGOVPL/PLLuM-12B-nc-base,24,42.7676,42.4232,42.4232,2025-02-28 13:36:55.699473619
CYFRAGOVPL_PLLuM-12B-nc-chat,CYFRAGOVPL/PLLuM-12B-nc-chat,24,45.7643,45.5997,45.5997,2025-02-28 13:30:56.370604753
Daemontatox_AetherDrake-SFT,Daemontatox/AetherDrake-SFT,24,48.7201,48.4465,48.4465,2024-12-25 19:39:20.238781929
Daemontatox_AetherSett,Daemontatox/AetherSett,24,54.5162,54.3829,54.3829,2024-12-30 13:57:44.371088266
Daemontatox_AetherTOT,Daemontatox/AetherTOT,24,50.6606,50.4079,50.4079,2024-12-28 17:21:33.732143879
Daemontatox_AetherUncensored,Daemontatox/AetherUncensored,24,44.6313,44.593,44.593,2025-01-13 09:23:05.429761887
Daemontatox_Cogito-MIS,Daemontatox/Cogito-MIS,24,50.5998,50.4773,50.4773,2025-02-18 20:05:34.940570831
Daemontatox_CogitoDistil,Daemontatox/CogitoDistil,24,36.7677,36.5388,36.5388,2025-01-23 10:19:42.452066898
Daemontatox_CogitoZ,Daemontatox/CogitoZ,24,67.3449,66.9849,66.9849,2025-01-08 06:07:10.753195286
Daemontatox_CogitoZ14,Daemontatox/CogitoZ14,24,62.9751,62.8363,62.8363,2025-01-08 02:26:37.192604780
Daemontatox_DocumentCogito,Daemontatox/DocumentCogito,24,51.1156,51.0502,51.0502,2025-01-16 02:20:05.120974064
Daemontatox_Llama3.3-70B-CogniLink,Daemontatox/Llama3.3-70B-CogniLink,24,66.6833,66.6898,66.6898,2025-01-14 02:17:03.245520592
Daemontatox_Llama_cot,Daemontatox/Llama_cot,24,48.3837,47.9431,47.9431,2025-03-09 04:16:42.412477732
Daemontatox_MawaredT1,Daemontatox/MawaredT1,24,52.1482,51.8834,51.8834,2025-01-06 10:11:10.001777649
Daemontatox_mini-Cogito-R1,Daemontatox/mini-Cogito-R1,24,32.8049,32.6679,32.6679,2025-02-24 16:30:58.503509760
Daemontatox_mini_Pathfinder,Daemontatox/mini_Pathfinder,24,39.5569,39.3508,39.3508,2025-01-20 21:01:09.297123432
Daemontatox_Mini_QwQ,Daemontatox/Mini_QwQ,24,55.4899,55.3029,55.3029,2025-01-16 15:32:03.480564594
Daemontatox_NemoR,Daemontatox/NemoR,24,51.9407,51.8834,51.8834,2024-12-31 19:56:41.056979418
Daemontatox_PathfinderAI,Daemontatox/PathfinderAI,24,66.6785,66.2732,66.2732,2024-12-25 19:39:20.138559580
Daemontatox_PathFinderAI2.0,Daemontatox/PathFinderAI2.0,24,66.8976,66.5336,66.5336,2024-12-30 17:55:33.686172485
Daemontatox_PathFinderAi3.0,Daemontatox/PathFinderAi3.0,24,68.8422,68.4777,68.4777,2024-12-31 17:38:10.079798698
Daemontatox_Phi-4-COT,Daemontatox/Phi-4-COT,24,61.7293,61.5345,61.5345,2025-01-14 02:17:06.733493567
